,CustomerId,firstPurchaseDate,lastPurchaseDate,countOfPurchases,totalPurchaseValue,totalQtyPurchased,customerProfit,daysSinceLastPurchase,periodOfExistence,firstPurchaseYear,avgorderValue,customerValue,customerLifetimeValue
3978,4131,2018-12-28,2019-12-09,2,8765.1,19,4472.46,387,346,2018,4382.55,623292.6817717205,2787651587.5167494
3979,4132,2016-12-13,2020-12-26,3,6348.82,9,1989.5799999999997,4,1474,2016,2116.273333333333,300979.4939693355,598822781.6115105
3980,4133,2017-01-15,2020-08-11,3,5937.469999999999,7,1359.6599999999999,141,1304,2017,1979.1566666666665,281478.560749574,382715139.90876573
3981,4134,2018-06-19,2019-06-22,2,8456.220000000001,11,2484.4400000000005,557,368,2018,4228.110000000001,601327.9987052811,1493963333.1033487
3982,4135,2017-12-08,2020-10-15,4,18621.56,33,6976.92,76,1042,2017,4655.39,662096.3863032367,4619393519.526778
3983,4136,2016-06-16,2019-08-21,3,11891.01,17,6689.450000000001,497,1161,2016,3963.67,563718.9544804088,3770969760.048971
3984,4138,2017-02-20,2019-02-16,2,10218.64,16,3147.6999999999994,683,726,2017,5109.32,726654.9759454853,2287291867.7836037
3985,4139,2016-07-26,2017-04-06,2,6788.9,11,1578.7000000000003,1364,254,2016,3394.45,482763.65212947177,762138977.6167972
3986,4140,2016-03-08,2020-07-16,3,5763.47,21,3363.55,167,1591,2016,1921.1566666666668,273229.7157751277,919021810.4954308
3987,4141,2020-01-12,2020-01-12,1,5683.2300000000005,9,3544.380000000001,353,0,2020,5683.2300000000005,808277.2969676319,2864841885.826136
3988,4142,2016-03-20,2020-03-04,4,8656.42,23,5167.23,301,1445,2016,2164.105,307782.1836797274,1590381332.9753976
3989,4143,2017-04-13,2018-02-28,2,7045.049999999999,13,2557.65,1036,321,2017,3522.5249999999996,500978.6662691651,1281328085.7833302
3990,4144,2016-09-08,2020-08-13,3,7846.84,15,5639.66,139,1435,2016,2615.6133333333332,371996.3603407154,2097932993.559119
3991,4145,2016-06-18,2020-12-04,3,9876.600000000002,20,3703.620000000001,26,1630,2016,3292.2000000000007,468221.5073253833,1734114538.9604366
3992,4146,2018-03-08,2018-03-08,1,3746.8,4,1183.2000000000005,1028,0,2018,3746.8,532875.3853492333,630498155.9452131
3993,4147,2017-09-21,2020-09-13,4,3470.55,21,969.6000000000001,108,1088,2017,867.6375,123396.67640545144,119645417.44272573
3994,4148,2016-04-15,2020-01-25,3,15268.46,21,10345.68,340,1380,2016,5089.486666666667,723834.250221465,7488557525.831206
3995,4149,2016-07-04,2018-09-27,5,11664.4,24,3437.58,825,815,2016,2332.88,331785.6114480408,1140539582.2015562
3996,4150,2016-03-17,2020-04-09,4,20153.68,32,13492.72,265,1484,2016,5038.42,716571.4740715502,9668498259.634686
3997,4151,2018-05-04,2019-09-04,3,2251.66,11,1055.2600000000002,483,488,2018,750.5533333333333,106744.79468483814,112643512.03912231
3998,4152,2018-01-15,2020-09-22,3,5456.16,10,2554.22,99,981,2018,1818.72,258661.02296422486,660677158.0756824
3999,4153,2016-08-16,2020-05-08,5,9642.67,29,4679.54,236,1361,2016,1928.534,274278.9309301533,1283499228.4448895
4000,4154,2016-02-03,2020-12-12,6,17100.379999999997,39,8006.66,18,1774,2016,2850.063333333333,405340.1828279386,3245421028.2411427
4001,4155,2016-08-27,2019-09-26,6,11446.56,36,4975.0,461,1125,2016,1907.76,271324.4222146507,1349839000.5178874
4002,4156,2017-01-02,2019-07-28,2,6948.09,11,2850.84,521,937,2017,3474.045,494083.76964224863,1408553773.846908
4003,4157,2017-06-17,2020-12-17,6,16770.45,35,9086.359999999999,13,1279,2017,2795.0750000000003,397519.6614991482,3612006751.4593997
4004,4158,2016-11-16,2020-07-17,4,10448.669999999998,19,6100.08,166,1339,2016,2612.1674999999996,371506.2888756387,2266218082.644506
4005,4159,2016-10-17,2020-12-16,4,5259.610000000001,17,3103.9800000000005,14,1521,2016,1314.9025000000001,187007.3599829642,580467105.2399213
4006,4160,2017-09-03,2019-04-15,2,10323.72,19,3925.259999999999,625,589,2017,5161.86,734127.2917206131,2881640493.099253
4007,4161,2017-11-11,2020-03-20,5,13847.71,25,6002.67,285,860,2017,2769.542,393888.32083134574,2364381606.804694
4008,4162,2016-05-01,2018-10-13,4,20661.690000000002,27,8081.159999999999,809,895,2016,5165.422500000001,734633.9556899489,5936694537.363386
4009,4163,2019-10-22,2020-01-03,2,2015.1899999999998,6,562.6699999999998,362,73,2019,1007.5949999999999,143301.6371039182,80631532.14926164
4010,4164,2018-12-11,2019-10-30,2,13196.4,20,1562.7999999999993,427,323,2018,6598.2,938405.6708688244,1466540382.433798
4011,4165,2017-04-15,2017-04-15,1,426.8,4,105.60000000000002,1355,0,2017,426.8,60700.121294718905,6409932.808722318
4012,4166,2016-01-28,2017-09-03,2,3958.5,6,1657.05,1214,584,2016,1979.25,281491.8347529812,466446044.7774275
4013,4167,2017-12-29,2020-11-08,2,10292.5,12,3013.8,52,1045,2017,5146.25,731907.2146507665,2205821963.51448
4014,4168,2016-09-15,2019-09-16,3,9478.49,18,2826.249999999999,471,1096,2016,3159.4966666666664,449348.24483816,1269970476.9738493
4015,4169,2019-08-09,2019-08-12,2,2622.03,9,939.3300000000002,506,3,2019,1311.015,186454.47403747868,175142281.09762487
4016,4170,2016-02-06,2020-04-15,5,7311.88,32,3819.2499999999995,259,1530,2016,1462.376,207981.25721294715,794332416.6105483
4017,4171,2018-01-18,2020-09-12,3,5550.36,14,2403.18,109,968,2018,1850.12,263126.77696763194,632341007.8730737
4018,4172,2016-08-07,2020-12-26,3,3173.3,12,1105.5,4,1602,2016,1057.7666666666667,150437.12504258938,166308241.73458257
4019,4173,2016-04-20,2017-02-11,2,852.0,6,454.4,1418,297,2016,426.0,60586.34412265757,27530434.769335598
4020,4174,2016-04-07,2020-07-12,6,17938.04,36,7580.200000000001,171,1557,2016,2989.6733333333336,425195.72156729124,3223068608.6243815
4021,4175,2017-03-06,2020-11-13,5,16256.15,38,6025.92,47,1348,2017,3251.23,462394.6939011924,2786353433.873073
4022,4176,2017-06-06,2019-06-23,2,3182.5600000000004,12,1836.4000000000005,556,747,2017,1591.2800000000002,226314.1729471891,415603347.2002182
4023,4177,2016-02-29,2019-10-18,4,18644.9,31,5314.68,439,1327,2016,4661.225,662926.248551959,3523240874.654126
4024,4178,2017-02-05,2020-12-07,3,6860.1,17,2590.86,23,1401,2017,2286.7000000000003,325217.82419080066,842593851.9829779
4025,4179,2018-01-19,2018-08-14,2,2089.18,3,1232.96,869,207,2018,1044.59,148563.12020442926,183172384.68725312
4026,4180,2016-11-03,2020-04-20,2,3995.250000000001,14,1075.8300000000008,254,1264,2016,1997.6250000000005,284105.1541737649,305648848.01476175
4027,4181,2020-05-30,2020-11-18,2,6948.8,16,4191.200000000001,42,172,2020,3474.4,494134.25826235086,2071015503.2291653
4028,4182,2017-02-13,2020-05-08,6,15030.619999999999,36,6110.1399999999985,236,1180,2017,2505.103333333333,356279.4662350936,2176917417.8216944
4029,4183,2016-06-27,2019-01-26,3,9403.67,14,5588.76,704,943,2016,3134.556666666667,445801.2414991482,2491476146.4407797
4030,4184,2016-04-19,2018-02-27,2,9479.599999999999,18,6622.4,1037,679,2016,4739.799999999999,674101.3001703576,4464168450.248176
4031,4185,2016-05-17,2019-06-05,2,652.56,8,284.34,574,1114,2016,326.28,46404.01962521293,13194518.940233044
4032,4186,2016-09-27,2020-11-05,2,1967.03,7,797.11,55,1500,2016,983.515,139876.9442248722,111497311.01108788
4033,4187,2020-07-22,2020-07-22,1,2075.52,3,1567.68,161,0,2020,2075.52,295183.4951959114,462753261.74872637
4034,4188,2018-09-17,2018-09-17,1,2989.35,9,1609.65,835,0,2018,2989.35,425149.7366269164,684342273.561516
4035,4189,2018-01-02,2020-08-29,4,3870.6099999999997,12,799.2599999999998,123,970,2018,967.6524999999999,137620.95623509365,109994925.48046091
4036,4190,2016-03-29,2017-03-21,2,3202.36,8,1508.6799999999998,1380,357,2016,1601.18,227722.165451448,343559876.5732905
4037,4191,2017-05-07,2020-07-18,5,8556.69,30,3616.08,165,1168,2017,1711.3380000000002,243388.99760136285,880114086.4463362
4038,4192,2016-04-25,2019-07-15,5,13182.91,21,4068.040000000001,534,1176,2016,2636.582,374978.55483475287,1525427760.2099683
4039,4193,2017-01-20,2017-09-04,2,1998.27,7,458.21999999999974,1213,227,2017,999.135,142098.44350936965,65112348.78486332
4040,4194,2016-01-21,2020-02-17,2,896.6399999999999,8,433.94999999999993,317,1488,2016,448.31999999999994,63760.72722316864,27668967.578494027
4041,4196,2016-09-10,2019-12-14,6,12423.42,27,5843.820000000001,382,1190,2016,2070.57,294479.49894378195,1720885185.517652
4042,4197,2017-12-13,2020-03-02,4,4752.120000000001,13,2122.5600000000004,303,810,2017,1188.0300000000002,168963.36715502554,358634884.5885711
4043,4198,2016-08-16,2020-06-19,3,7278.39,14,3087.63,194,1403,2016,2426.13,345047.7630664395,1065379824.6768305
4044,4199,2017-06-18,2019-05-23,4,8390.24,21,3171.32,587,704,2017,2097.56,298318.05628620094,946062018.2615548
4045,4200,2019-06-03,2019-06-03,1,5431.68,8,2184.4800000000005,576,0,2019,5431.68,772501.4874275979,1687514049.2558393
4046,4201,2016-08-16,2017-02-03,2,2657.4,15,1011.0000000000002,1426,171,2016,1328.7,188969.66064735941,191048326.91448042
4047,4202,2017-12-24,2019-05-15,2,1540.06,4,351.18000000000006,595,507,2017,770.03,109514.79475298124,38459405.62135196
4048,4203,2017-08-15,2020-07-10,2,4115.1,9,2137.6,173,1060,2017,2057.55,292627.77546848374,625521132.8414308
4049,4204,2016-06-20,2020-11-26,4,13271.06,25,5620.65,34,1620,2016,3317.765,471857.39908006805,2652145290.1393843
4050,4205,2017-10-17,2019-07-19,2,4141.44,5,2176.08,530,640,2017,2070.72,294500.8321635434,640857370.8544434
4051,4206,2017-06-22,2017-06-22,1,1907.6,4,662.6399999999999,1287,0,2017,1907.6,271301.6667802384,179775336.47525713
4052,4207,2016-01-06,2020-03-28,5,15184.119999999999,23,5979.12,277,1543,2016,3036.8239999999996,431901.5584599658,2582391246.2191505
4053,4208,2018-02-24,2020-09-16,3,8936.76,21,4426.5599999999995,105,935,2018,2978.92,423666.36674616684,1875384592.383912
4054,4209,2016-02-13,2020-05-25,3,8100.24,16,1438.0200000000004,219,1563,2016,2700.08,384009.3334241907,552213101.6506549
4055,4210,2016-01-03,2019-04-08,7,14056.85,36,6525.44,632,1191,2016,2008.1214285714286,285597.971623266,1863652427.9493248
4056,4212,2018-09-20,2020-07-22,4,8181.390000000001,22,3699.4900000000007,161,671,2018,2045.3475000000003,290892.31804088585,1076153221.669077
4057,4213,2016-06-09,2019-03-28,5,13045.38,32,5550.200000000001,643,1022,2016,2609.076,371066.6112163543,2059493905.57301
4058,4214,2018-05-01,2020-12-20,4,17800.44,31,10513.88,10,964,2018,4450.11,632901.1639522996,6654246889.654803
4059,4215,2016-09-04,2020-11-03,7,7741.87,29,3916.3199999999997,57,1521,2016,1105.9814285714285,157294.29911900702,616014809.5257496
4060,4216,2017-11-23,2020-08-26,3,7770.210000000001,19,3288.5699999999997,126,1007,2017,2590.07,368363.5500511073,1211389319.79157
4061,4217,2020-06-15,2020-10-09,2,5953.92,9,1249.9199999999998,82,116,2020,2976.96,423387.6126746166,529200644.83425677
4062,4218,2016-11-14,2020-05-20,7,19424.61,39,8260.900000000001,224,1283,2016,2774.944285714286,394656.6418203942,3260219052.414095
4063,4220,2019-05-12,2019-06-23,2,4064.58,6,2058.6000000000004,556,42,2019,2032.29,289035.26126064727,595007988.8311685
4064,4221,2016-01-12,2019-02-04,6,11924.09,32,6102.5599999999995,695,1119,2016,1987.3483333333334,282643.59158432705,1724849476.2588508
4065,4222,2016-01-28,2020-07-02,3,7997.139999999999,14,3575.2,181,1617,2016,2665.713333333333,379121.65574105614,1355435743.605424
4066,4223,2016-04-04,2017-12-08,2,3809.32,7,1901.24,1118,613,2016,1904.66,270883.5356729131,515014613.36276925
4067,4224,2019-12-26,2020-05-28,3,6215.84,20,2216.36,216,154,2019,2071.9466666666667,294675.29049403744,653106526.8393649
4068,4225,2016-01-09,2020-04-08,4,7459.8099999999995,18,1640.1399999999996,266,1551,2016,1864.9524999999999,265236.27684838156,435024627.11010444
4069,4226,2020-12-25,2020-12-25,1,2037.0,10,504.0,5,0,2020,2037.0,289705.12436115835,146011382.67802382
4070,4227,2016-08-13,2019-11-20,2,7037.1,18,2628.3599999999997,406,1194,2016,3518.55,500413.33594548545,1315266395.6656759
4071,4228,2017-07-28,2020-11-14,5,25710.219999999998,31,8553.14,46,1205,2017,5142.044,731309.031168654,6254988526.84986
4072,4229,2019-02-19,2020-01-21,3,7222.6,24,3256.8900000000003,344,336,2019,2407.5333333333333,342402.9178875638,1115168639.238828
4073,4230,2016-03-13,2019-07-26,3,8803.74,25,5698.42,523,1230,2016,2934.58,417360.26698466775,2378294092.5907702
4074,4231,2018-09-03,2020-09-19,4,17970.100000000002,32,6346.9,102,747,2018,4492.525000000001,638933.4873935264,4055246951.1379724
4075,4232,2019-02-27,2020-08-17,3,11073.56,16,7874.409999999999,135,537,2019,3691.1866666666665,524965.9756047699,4133797327.9619555
4076,4233,2016-04-08,2018-04-28,2,6835.74,12,3404.7,977,750,2016,3417.87,486094.4788415672,1655005872.1118836
4077,4234,2017-09-28,2019-02-10,4,10872.5,17,3342.9999999999995,689,500,2017,2718.125,386575.7197614991,1292322631.1626914
4078,4235,2016-11-16,2016-11-16,1,1850.76,9,954.0,1505,0,2016,1850.76,263217.79870528105,251109779.96483812
4079,4236,2017-11-30,2020-10-25,2,1895.1999999999998,10,901.1999999999999,66,1060,2017,947.5999999999999,134769.06030664392,121453877.1483475
4080,4237,2019-11-09,2019-11-12,2,9357.66,13,4803.45,414,3,2019,4678.83,665430.0574446336,3196360009.432425
4081,4238,2016-11-04,2017-08-14,5,7999.29,28,5338.94,1234,283,2016,1599.858,227534.14867461665,1214791167.7248578
4082,4239,2019-12-12,2019-12-12,1,3600.2,5,2412.9,384,0,2019,3600.2,512025.7185689947,1235466856.3351274
4083,4240,2016-06-02,2020-04-12,6,17879.86,35,5360.27,262,1410,2016,2979.976666666667,423816.6474275979,2271771660.7067304
4084,4241,2016-05-14,2020-07-26,3,9501.54,21,3307.08,157,1534,2016,3167.1800000000003,450440.9797614991,1489644355.3496585
4085,4242,2016-08-17,2019-10-13,5,15536.83,30,5698.110000000001,444,1152,2016,3107.366,441934.14504940365,2518189371.2474575
4086,4243,2018-02-22,2020-09-11,5,13396.89,28,6686.43,110,932,2018,2679.3779999999997,381065.0646541737,2547964880.2556067
4087,4244,2016-05-13,2020-12-23,5,12497.64,26,5750.33,7,1685,2016,2499.528,355486.5341601362,2044164881.9770558
4088,4245,2016-07-21,2020-09-08,5,14229.56,28,6021.34,113,1510,2016,2845.912,404749.77411925036,2437136004.895207
4089,4246,2016-05-19,2019-12-20,3,5629.02,18,1467.3000000000004,376,1310,2016,1876.3400000000001,266855.8237819421,391557550.23524374
4090,4247,2016-01-28,2019-05-13,4,10327.880000000001,24,5757.0,597,1201,2016,2581.9700000000003,367211.55618398637,2114036928.9512095
4091,4249,2018-09-30,2018-09-30,1,5701.5,7,316.75,822,0,2018,5701.5,810875.6831345825,256844872.632879
4092,4250,2016-03-14,2019-06-16,4,16640.0,25,4720.5,563,1189,2016,4160.0,591641.2947189095,2792842731.7206125
4093,4251,2016-02-18,2020-11-02,5,10164.38,23,2818.1399999999994,58,1719,2016,2032.8759999999997,289118.6030391822,814776699.9688407
4094,4252,2016-03-23,2020-10-08,8,17413.92,51,9269.64,83,1660,2016,2176.74,309579.15189097094,2869687289.53462
4095,4253,2016-07-06,2018-09-09,3,7356.08,16,3925.4100000000003,843,795,2016,2452.0266666666666,348730.8249403747,1368911467.5291963
4096,4254,2016-04-13,2016-04-13,1,812.16,2,160.74,1722,0,2016,812.16,115506.58507666097,18566528.485222485
4097,4255,2016-04-30,2020-03-23,5,8366.06,21,3662.4399999999996,282,1423,2016,1673.212,237966.66202385005,871538621.6626292
4098,4256,2017-01-19,2017-05-06,2,4631.25,10,1715.1899999999996,1334,107,2017,2315.625,329331.5800681431,564866232.8170782
4099,4257,2016-04-01,2018-11-23,4,11172.24,21,3835.14,768,966,2016,2793.06,397233.08524701867,1523444494.5542512
4100,4258,2016-02-18,2020-09-20,6,11370.07,37,3688.34,101,1676,2016,1895.0116666666665,269511.3355706984,994049439.4388297
4101,4259,2016-06-19,2019-01-23,7,14935.310000000001,42,5412.850000000001,707,948,2016,2133.6157142857146,303445.9527963008,1642507425.5934572
4102,4260,2016-09-08,2020-09-09,2,2406.96,5,618.4999999999999,112,1462,2016,1203.48,171160.68879045994,105862886.01689945
4103,4261,2018-04-18,2020-11-11,3,12437.55,16,8589.78,49,938,2018,4145.849999999999,589628.8609880748,5064782197.538145
4104,4262,2017-06-15,2020-05-14,5,19498.98,28,5707.34,230,1064,2017,3899.796,554634.700620102,3165488812.237133
4105,4263,2016-06-27,2016-06-27,1,7901.28,9,4672.799999999999,1647,0,2016,7901.28,1123731.6175809195,5250973102.63212
4106,4264,2016-04-03,2020-03-05,6,8799.5,23,3372.48,300,1432,2016,1466.5833333333333,208579.63032367968,703430631.6740032
4107,4265,2018-11-08,2019-09-11,2,7630.27,11,1556.8100000000009,476,307,2018,3815.135,542594.0891652469,844715903.9533485
4108,4266,2016-01-10,2018-04-22,2,4399.51,7,660.3600000000001,983,833,2016,2199.755,312852.3789097104,206595196.9368164
4109,4267,2018-10-10,2019-03-04,2,5790.85,11,3407.1500000000005,667,145,2018,2895.425,411791.5855195911,1403035700.603075
4110,4268,2016-06-28,2019-11-19,3,6550.740000000001,22,2087.84,407,1239,2016,2183.5800000000004,310551.9467120954,648382776.4233813
4111,4269,2016-02-02,2020-12-13,7,12614.75,34,7932.74,17,1776,2016,1802.107142857143,256298.31808225843,2033147919.7838547
4112,4270,2016-06-08,2019-08-10,4,2522.54,11,744.37,508,1158,2016,630.635,89689.83362862008,66762421.458135925
4113,4271,2016-05-03,2020-06-27,7,15631.45,40,8823.94,186,1516,2016,2233.0642857142857,317589.6743246531,2802392230.8602796
4114,4272,2017-02-14,2020-10-26,3,16431.22,21,6207.75,65,1350,2017,5477.073333333334,778957.3937989778,4835572761.355605
4115,4273,2016-01-11,2020-03-12,4,8903.58,28,5126.179999999999,293,1522,2016,2225.895,316570.04800681426,1622795048.691571
4116,4274,2016-09-22,2020-11-05,3,7864.08,21,4543.34,55,1505,2016,2621.36,372813.65969335596,1693819212.631212
4117,4275,2017-05-30,2019-10-07,3,9147.32,16,1570.8199999999993,450,860,2017,3049.1066666666666,433648.4173083475,681183606.8762981
4118,4276,2016-08-02,2019-03-24,5,18730.98,37,8114.339999999999,647,964,2016,3746.196,532789.4835843269,4323235018.227647
4119,4278,2017-03-21,2020-03-27,4,6461.14,16,1327.92,278,1102,2017,1615.285,229728.1992163543,305060670.3033812
4120,4279,2017-12-02,2020-08-24,2,11749.119999999999,17,2462.7199999999993,128,996,2017,5874.5599999999995,835488.5298807494,2057574312.3079185
4121,4280,2016-09-26,2020-09-16,4,9049.32,19,5112.2,105,1451,2016,2262.33,321751.8870868824,1644859997.16556
4122,4281,2018-04-19,2020-08-11,2,2920.0200000000004,12,1497.8600000000004,141,845,2018,1460.0100000000002,207644.7612265758,311022782.0508389
4123,4282,2017-08-16,2019-09-12,6,16342.239999999998,23,9014.18,475,757,2017,2723.7066666666665,387369.55257240194,3491818873.407094
4124,4283,2016-02-05,2020-06-13,3,8674.17,18,5990.790000000001,200,1590,2016,2891.39,411217.7219080067,2463519016.2292676
4125,4284,2017-05-17,2017-12-24,2,2473.2,14,1024.8,1102,221,2017,1236.6,175871.06371379894,180232666.09390116
4126,4285,2017-12-18,2020-10-26,3,11920.119999999999,23,6887.68,65,1043,2017,3973.373333333333,565098.9767632026,3892220920.272375
4127,4286,2018-04-23,2018-04-23,1,1394.12,4,153.19999999999982,982,0,2018,1394.12,198273.78889267458,30375544.45835771
4128,4287,2016-06-14,2020-01-10,5,16625.65,27,6554.220000000001,355,1305,2016,3325.13,472904.8601703577,3099522492.6257625
4129,4288,2018-03-14,2020-12-01,5,9196.17,17,6362.55,29,993,2018,1839.234,261578.55409880742,1664306629.3813672
4130,4289,2016-10-21,2016-10-21,1,1892.88,4,1204.5600000000002,1531,0,2016,1892.88,269208.16681431,324277389.4178453
4131,4290,2016-02-19,2019-03-17,4,9534.59,20,4457.13,654,1122,2016,2383.6475,339005.8396763202,1510993098.196517
4132,4291,2016-03-02,2018-12-25,4,6357.78,20,1780.9899999999998,736,1028,2016,1589.445,226053.19655877337,402598482.5392097
4133,4292,2016-12-12,2020-12-29,4,11763.93,19,6485.09,1,1478,2016,2940.9825,418270.83991482103,2712524041.223207
4134,4293,2016-08-16,2020-11-22,4,3318.3900000000003,16,1964.9400000000005,38,1559,2016,829.5975000000001,117986.57187393526,231836534.53797042
4135,4294,2017-02-03,2019-12-03,4,6242.18,11,2298.69,393,1033,2017,1560.545,221942.9962180579,510178145.9764875
4136,4295,2016-12-06,2019-02-02,4,11872.34,26,4399.11,697,788,2016,2968.085,422125.39717206126,1856976055.9535863
4137,4296,2016-08-28,2020-12-23,3,11175.470000000001,18,5103.42,7,1578,2016,3725.156666666667,529797.2387734242,2703777824.3010683
4138,4297,2017-02-19,2020-07-07,3,6235.66,15,4259.62,176,1234,2017,2078.5533333333333,295614.90030664386,1259207141.6441863
4139,4298,2017-09-02,2020-09-14,4,4793.879999999999,17,1551.0799999999995,107,1108,2017,1198.4699999999998,170448.15925042584,264378730.85015044
4140,4299,2018-05-13,2019-11-08,3,9410.97,16,3746.2499999999995,418,544,2018,3136.99,446147.31373083463,1671379374.0641391
4141,4300,2016-07-05,2019-04-17,4,22461.66,26,11153.2,623,1016,2016,5615.415,798632.5483134581,8907308537.84966
4142,4301,2016-05-11,2020-11-04,3,5745.21,21,3758.13,56,1638,2016,1915.07,272364.0611243611,1023579549.0332953
4143,4302,2016-03-13,2019-07-17,3,13436.26,27,6720.12,532,1221,2016,4478.753333333333,636974.8607836454,4280547501.4493914
4144,4303,2016-08-06,2020-03-03,4,11161.18,24,4532.56,302,1305,2016,2790.295,396839.8428960817,1798700398.317064
4145,4304,2016-05-21,2019-02-26,4,11502.119999999999,26,6139.26,673,1011,2016,2875.5299999999997,408962.0894718909,2510724597.411201
4146,4305,2017-04-20,2020-08-23,4,13931.61,21,4813.38,129,1221,2017,3482.9025,495343.4962691652,2384276478.0720744
4147,4306,2016-01-14,2020-04-09,6,20287.72,43,9708.820000000002,265,1547,2016,3381.286666666667,480891.54357751267,4668889436.116227
4148,4307,2017-03-19,2020-07-13,7,11069.76,40,2270.6800000000003,170,1212,2017,1581.3942857142858,224908.2121781455,510694579.2286715
4149,4308,2018-01-10,2019-08-26,2,1431.84,7,730.92,492,593,2018,715.92,101819.1912776831,74421683.28868413
4150,4309,2016-04-29,2020-08-18,3,10282.560000000001,17,4911.3,134,1572,2016,3427.5200000000004,487466.91597955703,2394096264.4503984
4151,4310,2017-01-18,2018-01-14,3,12332.880000000001,18,5556.72,1081,361,2017,4110.96,584666.7540715502,3248829445.6844645
4152,4311,2017-05-21,2020-06-27,3,4972.66,12,2931.44,186,1133,2017,1657.5533333333333,235739.66350936962,691056679.1979065
4153,4312,2017-09-15,2020-11-19,4,2781.54,5,1432.7600000000002,41,1161,2017,695.385,98898.67349233388,141698063.43287632
4154,4313,2017-11-24,2019-11-06,2,5206.28,12,2558.6800000000003,420,712,2017,2603.14,370222.3845996592,947280611.027456
4155,4314,2016-04-06,2020-09-26,6,12767.6,35,7156.42,95,1634,2016,2127.9333333333334,302637.7962521294,2165803177.854664
4156,4315,2016-01-21,2019-12-22,4,11234.3,36,7371.7699999999995,374,1431,2016,2808.575,399439.65127768304,2944577238.099285
4157,4316,2017-09-04,2020-06-12,5,11442.720000000001,29,3882.72,201,1012,2017,2288.5440000000003,325480.08057240205,1263748018.4400768
4158,4317,2019-03-15,2020-11-08,3,13091.5,28,5656.160000000001,52,604,2019,4363.833333333333,620630.7700170355,3510386936.1395564
4159,4318,2019-05-29,2020-05-14,2,5134.5599999999995,12,3661.17,230,351,2019,2567.2799999999997,365122.3228620101,1336774894.7927055
4160,4319,2017-09-07,2017-09-07,1,1297.2,4,179.4000000000001,1210,0,2017,1297.2,184489.6844974446,33097449.39884158
4161,4320,2016-02-01,2019-01-18,3,7767.599999999999,28,3016.8,712,1082,2016,2589.2,368239.81737649057,1110905881.0613968
4162,4321,2016-11-30,2019-06-23,5,14941.380000000001,26,8030.02,556,935,2016,2988.2760000000003,424996.99077342416,3412734335.8504114
4163,4322,2017-07-17,2020-10-03,3,8422.15,18,3302.2000000000003,88,1174,2017,2807.383333333333,399270.1706984667,1318469957.680477
4164,4323,2016-02-10,2020-06-12,4,20246.58,31,11814.6,201,1584,2016,5061.645,719874.5675979557,8505030066.342808
4165,4324,2016-05-26,2020-02-21,5,14024.300000000001,28,4479.700000000001,313,1366,2016,2804.86,398911.2985349233,1787002944.0468962
4166,4325,2017-06-10,2020-05-04,4,15084.66,32,8540.22,240,1059,2017,3771.165,536340.6113458262,4580466815.827851
4167,4326,2016-01-12,2020-01-23,5,13886.539999999999,20,8563.130000000001,342,1472,2016,2777.308,394992.81272913114,3382374804.465205
4168,4327,2016-03-01,2020-05-23,4,8014.48,22,3310.56,221,1544,2016,2003.62,284957.77185689943,943369801.1985769
4169,4328,2016-09-03,2019-09-12,3,6384.900000000001,16,1245.6500000000003,475,1104,2016,2128.3,302689.9441226575,377045728.8963885
4170,4329,2017-12-05,2019-10-14,4,19247.09,33,12090.380000000001,443,678,2017,4811.7725,684337.3345655876,8273898423.08509
4171,4330,2016-12-15,2019-04-18,3,17740.440000000002,22,7772.67,622,854,2016,5913.4800000000005,841023.7893015331,6537000376.3903475
4172,4331,2016-03-28,2017-08-13,2,2296.42,11,812.3600000000001,1235,503,2016,1148.21,163300.10841567288,132658476.07255603
4173,4332,2016-02-04,2019-05-15,7,26266.79,54,13061.669999999998,595,1196,2016,3752.3985714285714,533671.622380141,6970642619.894016
4174,4333,2016-01-02,2020-06-25,6,18496.2,40,6468.64,188,1636,2016,3082.7000000000003,438426.11039182276,2836020674.7249603
4175,4334,2017-02-12,2018-11-28,3,5123.52,12,2429.06,763,654,2017,1707.8400000000001,242891.50691652467,589998043.7906533
4176,4335,2016-08-27,2020-09-21,5,10608.779999999999,27,5316.4400000000005,100,1486,2016,2121.756,301759.2468551958,1604284930.3508372
4177,4336,2017-08-05,2020-03-26,4,14173.69,24,6809.92,279,964,2017,3543.4225,503950.7393356047,3431864218.8163214
4178,4337,2016-08-05,2020-03-15,3,522.6800000000001,3,289.34,290,1318,2016,174.2266666666667,24778.77178875639,7169489.829358773
4179,4338,2017-01-07,2018-12-18,2,1381.08,5,780.04,743,710,2017,690.54,98209.61049403746,76607424.56976898
4180,4339,2016-11-12,2016-11-12,1,2502.63,9,215.2800000000002,1509,0,2016,2502.63,355927.70514480403,76624116.36357348
4181,4340,2016-07-01,2020-11-16,5,7837.17,30,3226.25,44,1599,2016,1567.434,222922.759890971,719204554.0982453
4182,4341,2016-05-02,2019-10-17,4,10756.11,16,4802.17,440,1263,2016,2689.0275,382437.43068143097,1836529556.4954474
4183,4342,2017-11-25,2018-09-12,3,15133.98,21,10136.54,840,291,2017,5044.66,717458.9360136285,7272551203.259586
4184,4343,2018-02-21,2018-02-21,1,825.6,1,232.20000000000005,1043,0,2018,825.6,117418.0415672913,27264469.251925044
4185,4344,2018-02-28,2019-04-30,3,8172.81,24,2795.29,610,426,2018,2724.27,387449.6706643952,1083034189.9114773
